cpu_percent,memory_percent,latency_ms,error_count,request_rate,active_pods,predicted_load,service,service_type,action
90,61,126,4,267,3,76.43,emergency,critical,scale_up
75,59,312,9,295,4,86.99,pharmacy,non_critical,scale_up
63,44,398,3,207,7,84.91,pharmacy,non_critical,scale_up
23,93,290,6,551,6,69.5,emergency,critical,scale_up
29,64,222,4,471,4,56.84,analytics,non_critical,stable
2,70,379,3,630,9,61.16,analytics,non_critical,scale_down
81,12,197,7,477,6,64.75,pharmacy,non_critical,scale_up
50,57,181,7,945,10,62.09,pharmacy,non_critical,scale_up
28,90,318,10,1453,8,75.71,lab_report,non_critical,scale_up
65,69,168,2,394,4,70.79,lab_report,non_critical,stable
67,13,172,9,929,9,56.46,analytics,non_critical,scale_up
87,24,472,1,1819,3,59.8,pharmacy,non_critical,scale_up
14,21,361,6,1376,4,52.15,emergency,critical,scale_up
59,82,331,1,613,1,88.43,lab_report,non_critical,scale_up
4,86,55,5,48,9,44.23,pharmacy,non_critical,scale_down
57,27,76,6,1235,2,46.67,lab_report,non_critical,stable
50,65,348,7,842,2,80.98,patient_monitoring,critical,scale_up
93,51,327,10,1186,2,71.11,pharmacy,non_critical,scale_up
33,74,199,1,1430,4,61.46,emergency,critical,scale_up
63,40,92,4,766,2,54.23,emergency,critical,stable
4,20,76,7,6,6,62.61,emergency,critical,scale_up
84,30,375,0,224,3,88.95,pharmacy,non_critical,scale_up
81,7,164,1,550,7,60.1,lab_report,non_critical,stable
66,85,305,6,167,2,89.33,analytics,non_critical,scale_up
9,33,376,2,727,8,53.45,patient_monitoring,critical,scale_up
22,55,217,3,509,7,50.22,emergency,critical,scale_up
75,54,166,8,630,4,71.56,patient_monitoring,critical,scale_up
99,68,249,0,750,7,96.3,analytics,non_critical,scale_up
40,93,68,2,1035,9,56.77,patient_monitoring,critical,scale_up
66,18,329,2,530,5,72.36,emergency,critical,scale_up
93,67,391,3,1393,9,108.49,lab_report,non_critical,scale_down
22,44,390,0,1083,1,65.37,lab_report,non_critical,scale_up
71,37,355,7,1352,10,84.8,patient_monitoring,critical,scale_up
75,57,104,2,1051,2,67.1,emergency,critical,scale_up
63,15,303,8,474,2,67.25,pharmacy,non_critical,scale_up
41,92,90,9,1295,3,59.69,patient_monitoring,critical,scale_up
86,44,127,9,133,1,69.17,emergency,critical,scale_up
97,53,256,8,620,10,91.24,pharmacy,non_critical,scale_up
57,15,102,2,1134,7,45.47,analytics,non_critical,stable
26,35,33,10,199,1,27.2,patient_monitoring,critical,scale_up
37,79,106,10,33,5,52.87,pharmacy,non_critical,scale_up
96,90,184,9,35,9,93.47,pharmacy,non_critical,scale_up
57,66,160,5,1410,5,67.12,lab_report,non_critical,stable
10,77,262,8,540,10,55.38,pharmacy,non_critical,scale_up
70,78,363,10,337,5,95.37,analytics,non_critical,scale_up
43,21,325,10,28,5,60.36,lab_report,non_critical,scale_up
12,80,205,5,443,10,51.39,emergency,critical,scale_up
79,69,310,2,594,4,92.39,patient_monitoring,critical,scale_up
39,50,228,7,268,1,57.84,patient_monitoring,critical,scale_up
67,62,343,5,1422,9,89.24,emergency,critical,scale_up
87,31,469,8,1226,1,91.44,patient_monitoring,critical,scale_up
38,62,367,10,1426,3,77.15,pharmacy,non_critical,scale_up
36,49,364,10,1089,10,71.28,analytics,non_critical,scale_up
27,57,149,1,1249,4,48.0,emergency,critical,scale_up
46,70,96,4,1144,9,55.89,analytics,non_critical,scale_down
62,81,394,1,708,1,96.12,patient_monitoring,critical,scale_up
58,51,371,1,849,1,83.1,emergency,critical,scale_up
86,18,342,6,1974,1,47.0,analytics,non_critical,scale_up
93,83,333,8,1837,4,66.18,pharmacy,non_critical,scale_up
81,82,346,5,589,8,100.88,emergency,critical,scale_up
49,33,184,0,1187,6,55.17,pharmacy,non_critical,stable
33,8,273,9,1366,5,48.93,patient_monitoring,critical,scale_up
27,69,251,4,669,10,60.64,lab_report,non_critical,scale_down
1,51,244,9,729,2,41.66,analytics,non_critical,scale_up
19,79,55,5,47,7,55.9,lab_report,non_critical,scale_down
61,89,92,2,940,4,68.28,emergency,critical,scale_up
74,73,309,4,37,9,89.87,lab_report,non_critical,scale_down
36,53,233,0,201,9,57.6,emergency,critical,scale_up
71,90,261,4,1104,3,90.81,analytics,non_critical,stable
84,10,49,0,386,3,50.67,analytics,non_critical,stable
93,7,263,5,529,5,75.96,patient_monitoring,critical,scale_up
59,26,284,2,1033,7,67.77,patient_monitoring,critical,scale_up
29,51,332,7,193,1,63.39,patient_monitoring,critical,scale_up
77,34,152,4,376,2,64.65,emergency,critical,scale_up
84,83,277,10,1318,9,97.24,lab_report,non_critical,scale_up
75,58,177,6,588,4,73.78,emergency,critical,scale_up
17,55,69,6,36,4,92.8,patient_monitoring,critical,scale_down
88,83,469,3,1009,5,85.52,patient_monitoring,critical,scale_up
78,70,206,6,745,2,82.09,lab_report,non_critical,stable
50,62,66,8,289,4,50.78,analytics,non_critical,scale_up
17,78,76,4,317,7,40.13,emergency,critical,stable
45,9,243,7,801,8,51.1,pharmacy,non_critical,scale_up
26,52,176,6,963,7,48.13,lab_report,non_critical,stable
23,23,349,2,518,2,54.34,analytics,non_critical,scale_up
73,54,107,4,650,4,64.7,patient_monitoring,critical,scale_up
39,45,341,9,1111,2,69.32,patient_monitoring,critical,scale_up
80,9,149,2,241,6,58.08,patient_monitoring,critical,scale_up
98,88,255,10,723,1,102.35,analytics,non_critical,scale_up
18,46,327,10,713,9,56.93,lab_report,non_critical,scale_up
60,49,140,7,112,10,58.92,analytics,non_critical,scale_up
59,24,274,7,1007,3,66.11,analytics,non_critical,scale_up
67,74,355,3,344,9,91.89,patient_monitoring,critical,scale_up
90,72,164,0,472,2,83.94,lab_report,non_critical,scale_up
35,21,399,9,446,7,64.59,emergency,critical,scale_up
14,57,358,6,606,3,61.11,lab_report,non_critical,scale_up
47,29,397,7,336,4,72.57,lab_report,non_critical,scale_up
94,56,139,3,112,2,77.92,patient_monitoring,critical,scale_up
90,19,217,5,1985,2,55.78,emergency,critical,scale_up
32,87,76,6,781,5,51.26,pharmacy,non_critical,stable
27,22,273,10,1298,3,50.0,analytics,non_critical,scale_up
91,76,273,3,756,1,97.11,pharmacy,non_critical,scale_up
88,82,138,0,37,8,82.47,emergency,critical,scale_up
5,58,73,2,399,4,28.0,lab_report,non_critical,stable
39,7,166,2,975,8,40.15,analytics,non_critical,scale_down
33,58,371,7,751,7,72.5,pharmacy,non_critical,scale_up
11,57,292,7,306,7,52.41,emergency,critical,scale_up
56,66,71,3,1475,3,57.85,patient_monitoring,critical,scale_up
96,75,112,6,61,1,81.82,analytics,non_critical,scale_up
20,84,92,5,856,6,46.11,emergency,critical,scale_up
95,54,277,5,1049,10,80.4,lab_report,non_critical,scale_down
16,29,385,9,1434,6,58.07,pharmacy,non_critical,scale_up
55,26,373,2,85,5,72.77,pharmacy,non_critical,scale_up
69,10,64,7,422,4,44.74,pharmacy,non_critical,scale_up
67,78,371,9,335,5,94.67,pharmacy,non_critical,scale_up
4,56,163,1,768,7,36.64,pharmacy,non_critical,stable
12,49,87,5,239,4,29.88,emergency,critical,stable
61,31,61,5,1445,5,48.79,patient_monitoring,critical,scale_up
15,28,222,0,842,2,39.78,analytics,non_critical,stable
92,42,406,8,1612,7,77.94,patient_monitoring,critical,scale_up
13,48,80,4,1218,7,31.34,analytics,non_critical,stable
20,74,189,5,49,4,51.2,patient_monitoring,critical,scale_down
57,54,161,1,21,9,60.84,patient_monitoring,critical,stable
60,76,334,8,1387,10,88.97,analytics,non_critical,scale_up
31,57,291,8,982,2,63.66,lab_report,non_critical,scale_up
96,75,126,1,315,2,83.73,patient_monitoring,critical,scale_up
92,34,264,9,1113,7,73.32,emergency,critical,scale_up
36,46,248,1,1436,6,59.47,emergency,critical,scale_up
57,63,374,2,549,4,85.9,emergency,critical,scale_up
26,25,50,8,1395,9,28.29,analytics,non_critical,scale_up
12,36,43,9,25,9,94.59,lab_report,non_critical,scale_up
11,23,146,6,417,10,27.83,pharmacy,non_critical,scale_down
26,67,236,6,1225,9,59.15,pharmacy,non_critical,scale_down
87,54,177,3,512,3,78.42,analytics,non_critical,scale_up
46,17,389,6,992,5,68.98,analytics,non_critical,scale_up
32,41,100,9,917,1,40.13,analytics,non_critical,scale_up
4,78,291,6,809,7,56.12,emergency,critical,scale_up
95,46,281,9,1263,3,91.93,lab_report,non_critical,scale_up
96,56,416,2,1408,3,72.79,emergency,critical,scale_up
85,64,428,0,1579,10,40.5,analytics,non_critical,scale_down
23,20,252,5,566,1,43.83,analytics,non_critical,stable
8,33,39,9,1011,9,19.82,emergency,critical,scale_up
8,42,32,7,17,9,51.84,lab_report,non_critical,scale_up
81,72,85,10,1200,4,73.0,analytics,non_critical,scale_up
24,22,234,4,1124,6,44.25,patient_monitoring,critical,scale_up
23,50,350,6,267,4,62.03,analytics,non_critical,scale_up
97,65,208,8,172,8,89.14,pharmacy,non_critical,scale_up
32,19,218,10,130,10,43.76,analytics,non_critical,scale_up
88,24,398,10,1215,4,79.64,analytics,non_critical,scale_up
1,83,24,9,40,7,65.37,pharmacy,non_critical,scale_up
92,87,123,2,1215,8,86.83,lab_report,non_critical,scale_down
9,94,49,4,13,8,44.64,patient_monitoring,critical,scale_down
18,63,302,9,266,10,58.63,analytics,non_critical,scale_up
79,87,59,7,954,3,73.41,pharmacy,non_critical,scale_up
17,28,174,3,1301,8,36.9,pharmacy,non_critical,scale_down
10,90,171,1,635,6,50.37,pharmacy,non_critical,stable
11,48,43,9,34,4,42.04,emergency,critical,scale_up
83,67,373,5,507,10,99.91,pharmacy,non_critical,scale_down
78,6,349,7,164,10,76.03,pharmacy,non_critical,scale_up
98,74,139,3,1417,1,87.93,emergency,critical,scale_up
63,55,329,9,618,9,82.14,analytics,non_critical,scale_up
34,83,170,7,23,6,58.95,patient_monitoring,critical,scale_up
33,19,280,1,524,7,51.25,patient_monitoring,critical,scale_up
15,51,249,9,964,6,49.63,pharmacy,non_critical,scale_up
47,20,188,10,1122,1,50.54,lab_report,non_critical,scale_up
69,72,283,3,232,10,84.86,emergency,critical,scale_up
96,33,480,6,1773,7,28.64,pharmacy,non_critical,scale_up
15,17,39,10,1360,8,19.22,pharmacy,non_critical,scale_up
20,29,295,10,1185,1,50.57,pharmacy,non_critical,scale_up
66,19,302,2,1220,8,71.34,lab_report,non_critical,scale_down
34,55,294,5,868,5,64.64,emergency,critical,scale_up
19,65,104,6,758,2,40.92,patient_monitoring,critical,stable
13,36,301,5,1274,2,49.95,pharmacy,non_critical,scale_up
4,13,69,0,49,5,63.09,lab_report,non_critical,scale_down
15,19,61,5,50,3,87.66,emergency,critical,scale_down
52,67,285,2,1386,2,77.37,analytics,non_critical,stable
5,72,28,9,26,5,36.3,analytics,non_critical,scale_up
72,62,102,5,1448,4,67.7,analytics,non_critical,stable
56,65,297,2,116,3,77.43,patient_monitoring,critical,scale_up
35,72,189,9,755,1,59.51,pharmacy,non_critical,scale_up
53,62,102,5,1026,1,57.35,patient_monitoring,critical,scale_up
30,87,260,7,280,2,67.66,emergency,critical,scale_up
11,61,134,8,516,3,38.23,pharmacy,non_critical,scale_up
88,28,368,4,1054,7,58.82,patient_monitoring,critical,scale_up
70,25,95,2,1182,8,54.36,emergency,critical,scale_up
36,9,66,7,1350,1,30.0,patient_monitoring,critical,scale_up
42,72,186,5,1305,8,63.81,lab_report,non_critical,scale_down
57,48,76,2,448,6,51.4,pharmacy,non_critical,stable
12,37,359,4,885,6,54.77,emergency,critical,scale_up
45,46,357,2,1227,2,74.45,analytics,non_critical,scale_up
33,40,138,3,111,8,42.52,emergency,critical,stable
8,74,46,5,9,3,52.05,pharmacy,non_critical,scale_down
46,63,255,1,812,4,69.02,pharmacy,non_critical,stable
41,52,53,7,590,7,42.58,analytics,non_critical,scale_up
72,95,152,6,113,7,79.93,emergency,critical,scale_up
74,54,28,0,833,4,57.67,patient_monitoring,critical,scale_up
62,67,174,6,215,6,68.93,emergency,critical,stable
76,88,289,7,504,8,94.31,pharmacy,non_critical,scale_up
61,53,114,4,508,2,58.82,lab_report,non_critical,stable
50,62,42,5,1201,9,50.2,pharmacy,non_critical,scale_down
43,30,88,3,519,10,40.34,pharmacy,non_critical,scale_down
32,18,333,1,81,10,54.86,lab_report,non_critical,scale_down
39,67,234,10,640,7,64.28,emergency,critical,scale_up
79,47,373,3,473,1,91.85,pharmacy,non_critical,scale_up
62,80,352,0,694,7,91.59,emergency,critical,scale_up
1,37,68,4,45,9,68.92,emergency,critical,scale_down
98,58,487,7,1444,8,76.15,patient_monitoring,critical,scale_up
4,49,251,0,1231,8,44.26,analytics,non_critical,scale_down
20,59,339,7,11,9,61.62,patient_monitoring,critical,scale_up
38,35,125,3,1028,2,44.06,lab_report,non_critical,stable
96,42,344,3,757,3,96.51,pharmacy,non_critical,scale_up
8,10,143,2,154,10,21.61,lab_report,non_critical,scale_down
58,6,288,10,848,3,61.3,patient_monitoring,critical,scale_up
62,90,371,7,1192,10,97.48,emergency,critical,scale_up
78,32,258,9,923,9,76.25,analytics,non_critical,scale_up
41,51,273,0,1407,5,65.91,pharmacy,non_critical,stable
92,27,268,2,462,2,81.82,emergency,critical,scale_up
18,16,68,5,49,9,66.85,pharmacy,non_critical,scale_down
85,11,56,5,570,8,52.54,lab_report,non_critical,scale_down
87,78,31,5,551,1,71.1,analytics,non_critical,scale_up
13,79,72,8,46,6,88.98,lab_report,non_critical,scale_up
64,70,79,9,103,2,61.11,analytics,non_critical,scale_up
56,88,331,3,1474,6,90.45,emergency,critical,scale_up
42,48,385,6,875,8,75.65,lab_report,non_critical,scale_down
20,77,129,5,700,2,47.4,lab_report,non_critical,stable
6,68,161,0,1132,4,41.76,lab_report,non_critical,stable
61,27,74,5,68,3,46.14,lab_report,non_critical,stable
77,79,377,1,1081,6,102.06,lab_report,non_critical,scale_up
28,77,238,8,610,1,62.12,pharmacy,non_critical,scale_up
19,87,200,6,916,5,57.43,emergency,critical,scale_up
34,94,112,7,534,6,57.47,lab_report,non_critical,scale_up
7,84,90,1,1244,3,40.19,pharmacy,non_critical,stable
4,25,150,10,32,6,24.56,pharmacy,non_critical,scale_up
18,33,365,7,323,7,56.05,emergency,critical,scale_up
15,48,294,1,1420,6,54.14,pharmacy,non_critical,stable
94,89,328,4,1273,7,48.22,emergency,critical,scale_up
96,82,359,2,1213,2,87.1,patient_monitoring,critical,scale_up
21,45,371,5,851,8,62.8,emergency,critical,scale_up
52,71,306,0,445,2,78.79,patient_monitoring,critical,scale_up
81,87,247,8,226,3,91.75,patient_monitoring,critical,scale_up
48,61,40,5,1376,3,49.05,patient_monitoring,critical,scale_up
76,24,221,9,891,8,69.08,patient_monitoring,critical,scale_up
2,14,36,5,49,10,48.13,pharmacy,non_critical,scale_down
14,15,387,7,912,7,52.02,patient_monitoring,critical,scale_up
11,18,45,0,45,3,65.51,patient_monitoring,critical,scale_down
87,25,23,9,1449,10,56.2,pharmacy,non_critical,scale_up
98,12,457,8,1625,1,86.04,pharmacy,non_critical,scale_up
98,37,378,5,80,4,98.06,emergency,critical,scale_up
21,49,21,6,192,10,27.68,lab_report,non_critical,scale_down
81,62,300,3,1110,10,91.32,patient_monitoring,critical,scale_up
24,14,179,2,848,6,35.8,analytics,non_critical,stable
4,82,68,3,464,7,34.33,emergency,critical,stable
75,78,324,2,44,7,93.39,lab_report,non_critical,scale_up
94,62,279,1,570,7,94.64,pharmacy,non_critical,scale_up
65,57,67,8,843,7,57.99,pharmacy,non_critical,scale_up
86,13,213,10,1409,1,46.0,analytics,non_critical,scale_up
3,63,39,2,13,5,66.8,patient_monitoring,critical,scale_down
52,52,222,0,1318,8,66.44,pharmacy,non_critical,scale_down
85,66,236,5,1276,7,88.45,pharmacy,non_critical,stable
8,65,43,5,27,7,44.15,patient_monitoring,critical,scale_down
89,26,226,6,1575,10,72.53,pharmacy,non_critical,scale_down
99,21,44,7,529,2,61.26,lab_report,non_critical,scale_up
25,58,392,7,108,1,69.32,pharmacy,non_critical,scale_up
17,57,206,9,920,7,48.04,pharmacy,non_critical,scale_up
52,45,360,7,649,2,76.8,emergency,critical,scale_up
68,89,70,1,1398,6,70.5,lab_report,non_critical,stable
88,53,157,10,606,10,76.81,lab_report,non_critical,scale_up
32,50,190,8,279,2,50.56,analytics,non_critical,scale_up
1,48,72,6,24,9,49.61,pharmacy,non_critical,scale_down
77,72,376,2,525,10,98.75,emergency,critical,scale_up
20,51,26,3,43,5,77.14,pharmacy,non_critical,scale_down
81,63,320,5,852,3,93.1,lab_report,non_critical,scale_up
98,10,153,2,642,9,68.58,emergency,critical,scale_up
39,68,380,2,878,8,79.66,emergency,critical,scale_up
49,46,313,7,941,5,71.48,lab_report,non_critical,scale_up
79,12,299,6,1062,9,75.12,pharmacy,non_critical,scale_down
86,50,72,5,1449,2,68.1,pharmacy,non_critical,scale_up
56,80,362,2,406,1,89.01,analytics,non_critical,scale_up
54,69,307,9,580,3,79.56,emergency,critical,scale_up
22,58,96,9,1386,4,40.77,lab_report,non_critical,scale_up
68,87,392,6,1128,1,101.56,emergency,critical,scale_up
18,72,159,4,870,5,48.24,emergency,critical,scale_up
22,27,348,1,468,6,54.84,emergency,critical,scale_up
84,83,324,3,110,10,99.52,lab_report,non_critical,scale_down
24,38,283,0,703,7,53.11,lab_report,non_critical,stable
22,57,76,1,53,7,35.81,emergency,critical,scale_down
28,12,255,10,546,3,44.19,lab_report,non_critical,scale_up
59,50,302,9,412,8,75.52,pharmacy,non_critical,scale_up
46,29,288,6,1016,3,62.53,pharmacy,non_critical,stable
33,11,334,3,195,4,53.59,lab_report,non_critical,scale_up
57,38,355,6,919,7,77.24,patient_monitoring,critical,scale_up
86,33,376,5,310,9,91.12,analytics,non_critical,scale_down
92,52,204,4,318,10,82.64,analytics,non_critical,scale_down
71,23,290,7,844,5,73.09,lab_report,non_critical,scale_up
59,61,222,1,161,9,70.32,emergency,critical,scale_up
99,38,88,7,133,9,69.97,analytics,non_critical,scale_up
39,78,215,4,879,2,66.16,pharmacy,non_critical,stable
77,59,289,7,1158,6,87.42,patient_monitoring,critical,scale_up
39,31,367,7,514,8,66.53,patient_monitoring,critical,scale_up
8,85,24,9,546,7,32.99,emergency,critical,scale_up
95,18,82,9,1490,1,64.08,emergency,critical,scale_up
62,36,161,8,572,2,59.04,pharmacy,non_critical,scale_up
5,71,31,1,25,4,79.18,emergency,critical,scale_down
80,57,97,6,374,6,67.55,lab_report,non_critical,stable
69,16,198,2,426,2,59.95,patient_monitoring,critical,stable
27,39,62,6,1181,6,33.76,patient_monitoring,critical,scale_up
34,61,171,3,579,4,53.56,analytics,non_critical,stable
63,63,296,7,1306,2,82.61,analytics,non_critical,scale_up
67,30,77,5,716,1,51.63,patient_monitoring,critical,stable
15,49,269,2,489,7,50.08,patient_monitoring,critical,scale_up
63,33,94,0,1177,6,53.15,emergency,critical,scale_up
100,69,213,0,1903,1,86.85,analytics,non_critical,scale_up
42,8,78,1,18,4,31.24,lab_report,non_critical,stable
5,70,194,7,1151,2,45.2,analytics,non_critical,scale_up
23,7,271,1,668,5,42.04,emergency,critical,scale_up
8,37,56,7,1327,8,23.35,pharmacy,non_critical,scale_up
3,71,30,2,36,4,54.95,patient_monitoring,critical,scale_down
85,67,129,2,871,2,77.24,patient_monitoring,critical,scale_up
60,10,113,9,1377,2,47.05,emergency,critical,scale_up
11,39,112,3,1346,3,31.09,lab_report,non_critical,stable
91,80,364,1,1034,10,107.97,lab_report,non_critical,scale_down
97,55,457,5,1397,3,84.88,lab_report,non_critical,scale_up
27,66,222,7,778,5,57.06,patient_monitoring,critical,scale_up
96,14,460,3,1993,9,52.26,lab_report,non_critical,scale_down
56,51,304,8,524,10,74.75,analytics,non_critical,scale_up
6,80,70,10,32,2,47.59,pharmacy,non_critical,scale_up
88,68,351,2,1399,4,53.34,pharmacy,non_critical,scale_up
22,72,187,2,1095,4,53.49,patient_monitoring,critical,scale_up
66,51,283,0,698,4,78.0,patient_monitoring,critical,scale_up
77,9,270,2,1326,1,70.85,lab_report,non_critical,stable
7,87,208,1,662,5,51.72,emergency,critical,scale_up
73,69,118,5,72,1,69.14,patient_monitoring,critical,scale_up
82,48,118,9,1254,8,69.71,pharmacy,non_critical,scale_up
70,52,261,4,1403,6,79.51,emergency,critical,scale_up
87,26,269,6,1072,4,80.34,analytics,non_critical,scale_up
99,6,142,7,1459,9,68.42,pharmacy,non_critical,scale_up
74,63,260,5,103,1,82.11,emergency,critical,scale_up
73,43,106,7,1280,10,62.56,analytics,non_critical,scale_up
4,12,319,3,859,7,39.22,patient_monitoring,critical,scale_up
12,52,177,1,1341,8,41.98,patient_monitoring,critical,scale_up
54,31,160,3,459,7,53.22,analytics,non_critical,stable
49,37,288,2,1290,9,66.98,emergency,critical,scale_up
2,9,86,6,697,7,13.69,pharmacy,non_critical,stable
12,66,73,5,15,9,80.97,emergency,critical,scale_down
16,63,303,9,929,5,59.06,analytics,non_critical,scale_up
30,12,312,7,323,3,50.45,lab_report,non_critical,scale_up
82,82,280,6,565,10,94.73,emergency,critical,scale_up
54,32,365,6,926,7,74.95,pharmacy,non_critical,scale_up
88,16,264,3,679,9,76.56,patient_monitoring,critical,scale_up
